iter	RMSE
288	4.3552653
289	4.349698454
290	4.345131982
291	4.341922509
292	4.33864137
293	4.334908497
294	4.329391639
295	4.322691327
296	4.322266748
297	4.319319478
298	4.314427659
299	4.309529779
300	4.305374866
301	4.303829403
302	4.300240281
303	4.296048134
304	4.291891755
305	4.288014613
306	4.285692572
307	4.283277192
308	4.278672594
309	4.27470607
310	4.271070692
311	4.270687832
312	4.265961496
313	4.26189991
314	4.258860591
315	4.252237341
316	4.248842917
317	4.241462579
318	4.238959499
319	4.236659514
320	4.232187507
321	4.22549283
322	4.220949702
323	4.217178401
324	4.215240099
325	4.212142046
326	4.20825224
327	4.205206952
328	4.201865325
329	4.199782114
330	4.196637264
331	4.191273018
332	4.189613653
333	4.187445715
334	4.186832764
335	4.184615733
336	4.180896342
337	4.180528664
338	4.17549909
339	4.171644817
340	4.169239105
341	4.168314048
342	4.167832901
343	4.165266685
344	4.163850717
345	4.159855669
346	4.153005481
347	4.14973569
348	4.144447609
349	4.144080358
350	4.137676004
351	4.133400498
352	4.128320485
353	4.12411282
354	4.121143025
355	4.11714984
356	4.11410159
357	4.113737487
358	4.109005903
359	4.104080019
360	4.100962229
361	4.098103545
362	4.094979485
363	4.091376686
364	4.090888176
365	4.084531461
366	4.082383898
367	4.079647948
368	4.076333869
369	4.074538275
370	4.074214888
371	4.071682399
372	4.068728785
373	4.064178937
374	4.060871522
375	4.060526618
376	4.057650538
377	4.056933025
378	4.054208862
379	4.050913303
380	4.050579141
381	4.045871276
382	4.04297771
383	4.039170525
384	4.036298109
385	4.034500947
386	4.031419305
387	4.027158009
388	4.024594332
389	4.01846719
390	4.015127798
391	4.012792407
392	4.009157416
393	4.005412041
394	4.001901159
395	3.999032208
396	3.998608234
397	3.996049768
398	3.99101863
399	3.988280023
400	3.986115851
401	3.985799078
402	3.981989368
403	3.97848385
404	3.977286198
405	3.973261837
406	3.969121908
407	3.966112399
408	3.964814578
409	3.96329276
410	3.959745246
411	3.95408147
412	3.949798879
413	3.944169973
414	3.941076633
415	3.936639654
416	3.93570293
417	3.933680129
418	3.933341765
419	3.930713665
420	3.927106187
421	3.924007598
422	3.921056375
423	3.917690135
424	3.913595015
425	3.911577619
426	3.907154881
427	3.905466794
428	3.903501086
429	3.901041014
430	3.899019219
431	3.897631384
432	3.89737117
433	3.896156048
434	3.892530481
435	3.889529892
436	3.885589567
437	3.883594318
438	3.883264142
439	3.881898616
440	3.880772336
441	3.877514983
442	3.876118983
443	3.873083361
444	3.872755228
445	3.868705611
446	3.866893906
447	3.866775469
448	3.863798926
449	3.859826337
450	3.858911263
451	3.85844954
452	3.858164969
453	3.856190068
454	3.852847186
455	3.852315962
456	3.852045788
457	3.846714818
458	3.843016355
459	3.842378663
460	3.841868763
461	3.841574397
462	3.841109089
463	3.838049316
464	3.836257094
465	3.834385053
466	3.834128217
467	3.83185159
468	3.828896493
469	3.82728067
470	3.823085966
471	3.819766693
472	3.815576777
473	3.814416428
474	3.814018965
475	3.811512971
476	3.811073224
477	3.807655204
478	3.806879948
479	3.804180602
480	3.799885264
481	3.793942262
482	3.793704744
483	3.792948423
484	3.792399994
485	3.792174236
486	3.791796719
487	3.790211577
488	3.78999438
489	3.78841431
490	3.783520296
491	3.78015388
492	3.776805124
493	3.776493967
494	3.776375779
495	3.772939555
496	3.768819183
497	3.765212762
498	3.762792881
499	3.757671248
500	3.755310089
501	3.751278699
502	3.751190648
503	3.75079462
504	3.750103687
505	3.749104774
506	3.74889178
507	3.745924751
508	3.74261629
509	3.741555951
510	3.738612377
511	3.738261694
512	3.735062634
513	3.730947542
514	3.729849456
515	3.726586578
516	3.724890259
517	3.72354034
518	3.720045768
519	3.71920304
520	3.717055049
521	3.716717816
522	3.715435152
523	3.711120451
524	3.710207156
525	3.709087956
526	3.708351683
527	3.706500361
528	3.704904408
529	3.704704052
530	3.704505388
531	3.702964829
532	3.700201766
533	3.699945985
534	3.69664966
535	3.695447409
536	3.692259412
537	3.691368709
538	3.688022696
539	3.68562403
540	3.683192966
541	3.680932978
542	3.680133572
543	3.677647496
544	3.673104129
545	3.671624334
546	3.671439202
547	3.66959992
548	3.669370077
549	3.666944111
550	3.665621138
551	3.663531387
552	3.662909232
553	3.662360478
554	3.662031255
555	3.661851045
556	3.6610674
557	3.658442874
558	3.654439462
559	3.651056677
560	3.650832959
561	3.647156683
562	3.646361699
563	3.643960914
564	3.64378565
565	3.640297677
566	3.640138375
567	3.637185358
568	3.633240978
569	3.629994442
570	3.627045428
571	3.625703912
572	3.623600239
573	3.621719538
574	3.621421629
575	3.618506012
576	3.617182611
577	3.617029967
578	3.616880637
579	3.614509168
580	3.613752205
581	3.6118597
582	3.610844371
583	3.607511311
584	3.605128133
585	3.602459279
586	3.600718194
587	3.599400193
588	3.597273637
589	3.595646933
590	3.594808857
591	3.594656384
592	3.594522282
593	3.591011167
594	3.589704662
595	3.588666729
596	3.584777991
597	3.584626826
598	3.583320871
599	3.581292731
600	3.579444465
601	3.575665383
602	3.575484272
603	3.574945632
604	3.573256201
605	3.57010896
606	3.56647495
607	3.562478209
608	3.561330381
609	3.559194511
610	3.556214654
611	3.555048952
612	3.551747426
613	3.550343785
614	3.548484058
615	3.545914328
616	3.545781554
617	3.542963764
618	3.540997692
619	3.540941261
620	3.537473698
621	3.534937737
622	3.531583901
623	3.531257411
624	3.529480821
625	3.529113183
626	3.529038425
627	3.526392382
628	3.525372499
629	3.523229853
630	3.521037309
631	3.520519258
632	3.518107469
633	3.517352574
634	3.51645859
635	3.514087251
636	3.512490959
637	3.511720242
638	3.509424339
639	3.507739188
640	3.506137491
641	3.505941404
642	3.505720853
643	3.501912315
644	3.501234582
645	3.500974082
646	3.498346441
647	3.498151556
648	3.495305419
649	3.494128329
650	3.491256484
651	3.487901342
652	3.487124709
653	3.48327545
654	3.480851619
655	3.479732413
656	3.476618366
657	3.473702831
658	3.472609304
659	3.472455928
660	3.471280242
661	3.471143753
662	3.470176611
663	3.47007843
664	3.469930624
665	3.469704341
666	3.467253024
667	3.465905919
668	3.463961293
669	3.462275008
670	3.46158796
671	3.461390088
672	3.460641989
673	3.457398317
674	3.456296934
675	3.453815978
676	3.451425938
677	3.450377852
678	3.448503376
679	3.447293301
680	3.443516943
681	3.442902724
682	3.441116157
683	3.437443934
684	3.43414823
685	3.431878627
686	3.429405697
687	3.426199053
688	3.423495687
689	3.420678544
690	3.419967816
691	3.417966293
692	3.416324624
693	3.415613275
694	3.413300243
695	3.411129948
696	3.408334448
697	3.404967722
698	3.404849508
699	3.40316957
700	3.4024576
701	3.400275859
702	3.399974351
703	3.397685001
704	3.395167707
705	3.391695472
706	3.389984852
707	3.389955883
708	3.388817397
709	3.386810058
710	3.385791772
711	3.384159964
712	3.382596735
713	3.381628233
714	3.381514746
715	3.379314036
716	3.379159262
717	3.379080301
718	3.375946024
719	3.372710513
720	3.371382263
721	3.371302337
722	3.370342181
723	3.370244075
724	3.367790012
725	3.366596425
726	3.366156181
727	3.362578596
728	3.359082638
729	3.357037088
730	3.355546562
731	3.351263067
732	3.349099223
733	3.349000019
734	3.344753307
735	3.342447846
736	3.338610081
737	3.335384286
738	3.33372048
739	3.331507005
740	3.329865487
741	3.328399873
742	3.327092424
743	3.326491637
744	3.325808658
745	3.325502974
746	3.325401768
747	3.322679336
748	3.320485339
749	3.317477827
750	3.317029713
751	3.314075204
752	3.311810099
753	3.311059508
754	3.308832558
755	3.306711977
756	3.305721469
757	3.303824966
758	3.302727501
759	3.300266456
760	3.296913656
761	3.29585506
762	3.29449323
763	3.293564398
764	3.291257445
765	3.29008422
766	3.287467731
767	3.286626541
768	3.285612152
769	3.282390777
770	3.280091842
771	3.278377618
772	3.277764054
773	3.277156666
774	3.274725684
775	3.273594709
776	3.272108754
777	3.268907851
778	3.268122599
779	3.265813037
780	3.265718223
781	3.265495208
782	3.263683095
783	3.260925752
784	3.258955086
785	3.257153433
786	3.254836571
787	3.253296896
788	3.25319638
789	3.251853094
790	3.251296908
791	3.249989163
792	3.247862944
793	3.246938414
794	3.246125791
795	3.244132422
796	3.243539871
797	3.241480202
798	3.239784624
799	3.236639215
800	3.234628244
801	3.23225909
802	3.231337021
803	3.230065156
804	3.226848767
805	3.226536816
806	3.225407685
807	3.222822752
808	3.222011745
809	3.219995307
810	3.216715626
811	3.212818234
812	3.211343699
813	3.208768495
814	3.207638001
815	3.205429622
816	3.203947954
817	3.202609365
818	3.200944614
819	3.200561119
820	3.198530418
821	3.196792953
822	3.193872404
823	3.192816115
824	3.189040983
825	3.188965363
826	3.186095003
827	3.183881937
828	3.183539432
829	3.181989323
830	3.180939959
831	3.179187419
832	3.177861903
833	3.175045118
834	3.173239272
835	3.171668535
836	3.171406111
837	3.169502222
838	3.16742613
839	3.164931676
840	3.164124819
841	3.161814178
842	3.160702998
843	3.159943797
844	3.159045339
845	3.155282894
846	3.155202734
847	3.154238296
848	3.154139432
849	3.151690381
850	3.149867065
851	3.149029752
852	3.148815318
853	3.146883188
854	3.143946054
855	3.143205939
856	3.141587044
857	3.139947286
858	3.139582748
859	3.13740949
860	3.135577022
861	3.134632942
862	3.133034161
863	3.131374027
864	3.126966441
865	3.125771656
866	3.123694438
867	3.120963066
868	3.120252574
869	3.119798103
870	3.119599881
871	3.118017808
872	3.115924061
873	3.112412859
874	3.112288913
875	3.111704321
876	3.109616656
877	3.10951927
878	3.106784991
879	3.105064611
880	3.102630166
881	3.101443617
882	3.098904943
883	3.097179276
884	3.094253869
885	3.094049517
886	3.09352727
887	3.091639631
888	3.090057528
889	3.087156357
890	3.083678129
891	3.080644664
892	3.077607467
893	3.075649597
894	3.075216084
895	3.073835601
896	3.071665399
897	3.071579062
898	3.071455816
899	3.070256494
900	3.069524034
901	3.068108711
902	3.066875664
903	3.064128
904	3.062192924
905	3.061295794
906	3.05990928
907	3.057529021
908	3.056154619
909	3.055398211
910	3.052579663
911	3.051846213
912	3.050979536
913	3.048869101
914	3.047505756
915	3.047210335
916	3.044889405
917	3.043938535
918	3.042632435
919	3.041007377
920	3.039258878
921	3.038248874
922	3.037873026
923	3.037591254
924	3.036157549
925	3.033464587
926	3.031084371
927	3.030313674
928	3.029160282
929	3.028547633
930	3.025713711
931	3.022788148
932	3.021153199
933	3.020627325
934	3.020561984
935	3.020494232
936	3.019577933
937	3.018725827
938	3.018279874
939	3.018219012
940	3.01555154
941	3.014149925
942	3.01280152
943	3.011722003
944	3.01073429
945	3.009845306
946	3.005458332
947	3.003467947
948	3.001663447
949	3.00069547
950	2.9991436
951	2.998916818
952	2.998566794
953	2.996564716
954	2.994630792
955	2.993128753
956	2.991650685
957	2.990160662
958	2.988299549
959	2.987702401
960	2.98580932
961	2.98366036
962	2.983587814
963	2.981439088
964	2.981323213
965	2.978968707
966	2.977660344
967	2.976943882
968	2.976108651
969	2.97293876
970	2.971995838
971	2.970209954
972	2.968356125
973	2.966931536
974	2.966481916
975	2.966128159
976	2.963299418
977	2.962928169
978	2.962793442
979	2.960361308
980	2.959281274
981	2.957223549
982	2.955022127
983	2.9540506
984	2.952389505
985	2.950786743
986	2.950389031
987	2.947518733
988	2.947232861
989	2.946622339
990	2.94459706
991	2.943883523
992	2.943808791
993	2.942425697
994	2.938251838
995	2.936489471
996	2.935825549
997	2.93497334
998	2.933763022
999	2.931519768
